Name,StreetName,Highway,Width,Points
Road_0815,Ehrenfeldgrtel,secondary,9,-117295:137637.2|-120163:142337.1|-120458.9:142790.2|-120787:143344.5|-124982.8:150119.5|-125365.5:150747.3|-126037.2:151665.7
Road_0816,Innere Kanalstrae,primary,11,123497.2:113484.1|122538.9:113854.8
Road_0817,Neusser Strae,secondary,9,123497.2:113484.1|123218.2:112609.1|122782.2:111234.3|122277.4:109620.1|121108.8:105846.4|120796.8:104813.3
Road_0818,Escher Strae,residential,6,-14086.2:49048.7|-11891.9:47592.6|-10656:44568.1
Road_0819,,service,4,113843.8:-50402.4|114685:-49874.7
Road_0820,,service,4,-80844.6:82182|-82465.4:83668.1|-84221.5:85177.6|-85599.1:86720.5
Road_0821,Franz-Clouth-Strae,residential,6,164365.7:55602.1|164921:55006.6|165523.2:54286.3|167924.3:51684.8|166552.3:50432.4|162826.9:54094.8
Road_0822,Grolmanstrae,residential,6,-97175.6:91719.9|-93831.5:88282.3|-90551.3:84982.8|-87768.9:82353.4|-83767.3:78780.1
Road_0823,,footway,2,-113472.9:104123.2|-113786.3:104070.8|-116898.9:103536.5|-116622.7:101458.2|-116360.5:99900.8|-115979.9:97954.9
Road_0824,Gottfried-Daniels-Strae,residential,6,-118059.9:93122.5|-128691.3:77619
Road_0825,Eisheiligenstrae,residential,6,-111693.6:88604|-116500.8:92038.3|-118059.9:93122.5
Road_0826,,service,4,-116500.8:92038.3|-114939.5:94220.1
Road_0827,,service,4,-114939.5:94220.1|-113906.2:95369|-113591.4:95914.4
Road_0828,Eisheiligenstrae,footway,2,-107556.7:85221|-104963.5:83511.2
Road_0829,,service,4,-102515.5:97330.4|-106348.8:94325.9
Road_0830,,service,4,-106348.8:94325.9|-106877.4:93932.9
Road_0831,Arnimstrae,residential,6,-98390.5:62008.6|-105642.9:50676.2|-115875.4:35242.8|-119195.6:29917.3|-119168.3:29291.6
Road_0832,Tieckstrae,residential,6,-111819.8:55487.5|-104199.4:66230.9|-95177.6:78490.6
Road_0833,Reutlinger Strae,residential,6,-36855:-19288.4|-36824.1:-18441.3|-36318.7:-9969.8|-36206.5:-5515.9|-35956.2:-1695.4|-35845.5:-260.5|-35704.6:1664.2|-35539.1:3314|-35243.3:6671.4|-35183.7:8262.2|-35118.5:10012.1|-35179.5:17076.5|-35519.5:19026.8|-36329.9:21382.3|-36417.5:21638.4|-37732.7:23372.7|-37942.3:23648.8|-38606.9:24403.6
Road_0834,Methweg,residential,6,-23256:103307.2|-24473:100617.7
Road_0835,Franziska-Anneke-Strae,residential,6,-173028.6:-49596.4|-170265.1:-51910.7|-169778.6:-52337.1|-169318:-52769
Road_0836,Franziska-Anneke-Strae,residential,6,-183308.2:-40929|-182944.3:-41257.4
Road_0837,,path,2,-182944.3:-41257.4|-182494.2:-40706.4|-177831.5:-34989
Road_0838,,track,3,23275.6:159558.3|21954.8:158305.9|21444.5:157417.6|21109.4:157004.6|20834.6:156570.5|20188.2:156058.4|19278.9:155313.7|18329:154606.8|17393.8:153875.4|16912.2:153480.2|16705.4:153362.2|16368.9:153069.5|16232.1:152108.8
Road_0839,,footway,2,16279.1:-118526.9|15034.8:-117810|13801.6:-117014|12546.7:-116071.1|12145.7:-115711.6|10755.5:-114268.9|9965.4:-113305.9|9392:-112644.7|9102.5:-112256.2|8544.4:-111445.8|8105.6:-110741.1|7682.1:-109838.3|7418.5:-109088|7160.5:-108306.6|6927.8:-107339.2|6793.9:-106521|6727.3:-105552.5|6714:-105358.8|6728:-104462.7|6813.5:-103561|6986.7:-102576.9|7141.6:-101904.6|7211:-101602.9|7873.5:-99604.7|8298.3:-98384.6|8584.4:-97874.8|9106:-96937.5|9604.4:-96226.1|9835.8:-95944.5|10784.3:-94912.5|11880:-94042|13084.4:-93324|14056.8:-92857.6|14992:-92475.8|15857.1:-92190.8|16720.1:-91983.7|17616.7:-91820.1|18515.5:-91751.1|19312.6:-91786.7|20107.6:-91870.2|20948.1:-92016|21746.6:-92191.9|23351.3:-92744|25514.1:-93649.1|27186.8:-94384.9|27939.7:-94693.2|28285.3:-94814.6|29431.5:-95187.5|30121.4:-95332.2|33445.1:-96292.9|34689.4:-96528.9|35673:-96698.1|36653.8:-96843.9|37228.6:-96915.2|38374.9:-96998.7|39517.6:-97041|40400.9:-97092.2|41311.6:-97125.6|42215.2:-97191.3|43101.4:-97302.6|44525.2:-97605.4|44959.1:-97771.2|45428.8:-97938.2|46295.3:-98295.6|46917.9:-98666.3|48052.2:-99567.9|48948.1:-100475.2|49632.3:-101404.7|50025.6:-102021.4|50512.2:-103132.4|50812.2:-104316.9|50986.1:-105130.6|51632.4:-105928.8|50958.7:-109260.6|50815.7:-110246.9|50573.9:-111327.8|50230.3:-112410.9|49870.7:-113434|49502:-114083|49050.5:-114694.1|48589.9:-115281.9|47980:-115781.7|47381.3:-116183.6|46697:-116491.9|45754.8:-116775.8|45285.1:-116855.9|44795.8:-116887.1|43916.7:-116945|43047.4:-116926.1|41275.1:-116945|39207:-117095.3|37138.9:-117294.5|34356.4:-118017|33888.1:-118164|32787.5:-118495.7|32520.4:-118592.5|30385:-119300.5|29339.7:-119637.8|28255.9:-119918.4|27223.9:-120155.5|26217.2:-120270.1|25475.5:-120361.4|24752:-120410.4|24011.7:-120414.8|23635.3:-120403.7|23394.1:-120397|22425.2:-120370.3|20868.2:-120128.8|19578.3:-119828.2|18463.6:-119496.5|17979.2:-119300.5|17273.2:-119014.4|16279.1:-118526.9
Road_0840,,footway,2,53121.5:-111815.4|50573.9:-111327.8
Road_0841,,footway,2,23410.9:-125271.7|23434.1:-125169.3|23820.3:-123825.7|24060.8:-123096.5|24455.5:-121903.2|24752:-120410.4|25638.2:-117158.7|26452.1:-116920.5|26780.9:-116822.5|27383.1:-116535.3|27694.3:-116320.5|27939.7:-116062.2|28126.9:-115826.2|28238.4:-115552.4|29808:-109543.3|30155:-108375.6|30252.5:-107994.9|30647.9:-106614.5|31028.5:-105287.6|31329.3:-104237.8|31353.8:-104048.6|31381.9:-103862.7|31348.2:-103585.5|31269.7:-103328.3|30892.5:-103093.5|29903.4:-102690.5|28878.4:-102403.3|28314.8:-102361|27770.1:-102427.8|27354.3:-102583.6|26853.1:-102814|26659.6:-102974.3|26397.4:-103270.5|26133.1:-103771.4|25999.2:-104069.7|25899.6:-104432.6|25846.4:-104795.5|25815.5:-105326.5|25821.1:-105924.3|25840.8:-106398.5|25934:-106671.3|26013.2:-106969.6|26037.8:-107180|26006.2:-107634.2|25948:-108024.9|25891.2:-108243.1|25514.1:-109615.7|24185.6:-114426.9|24177.9:-114853.3|24234:-115250.7|24443.6:-115780.6|24657.4:-116141.3|24926.6:-116438.5|25300.3:-116827|25638.2:-117158.7
Road_0842,,footway,2,10156.8:-120108.7|10587.3:-119248.2|10653.2:-119151.4|12022.3:-117147.6|12350.4:-116611|12546.7:-116071.1
Road_0843,,path,2,-46903.9:144792.8|-47278.2:145094.5|-47332.9:146701.9
Road_0844,,path,2,-46687.2:148160.2|-46918.6:148355.1|-47201.8:148460.8|-47473.1:148469.7|-47734.6:148396.2|-47961:148247.1|-48132.1:148036.7|-48231.6:147784|-48249.9:147514.6|-48186.1:147251.9|-48046.6:147020.3|-47843.3:146841.1|-47595.8:146732|-47332.9:146701.9|-47059.5:146756.5|-46816.9:146892.3|-46627.6:147097.1|-46512:147349.8|-46479.7:147627|-46535.1:147899.8|-46687.2:148160.2
Road_0845,,steps,2,-49131.8:148610|-48132.1:148036.7
Road_0846,,path,2,-46535.1:147899.8|-44992.1:148548.7|-44469.8:148700.1
Road_0847,,path,2,-51192.2:139105.5|-51713.1:138381.9|-52276.7:137522.5|-52522.1:137272|-52794.1:137187.4|-53138.3:137174.1|-54433.9:137339.9|-54814.5:137326.6|-55194.5:137282.1
Road_0848,,footway,2,-53368.3:140475.8|-53821.1:139745.6|-54158.3:139180.1|-55194.5:137282.1|-56360.3:134740.6|-56711.6:133745.4|-56797.1:133325.7|-56833.6:132739.1|-56785.9:132223.7|-56569.3:131355.4|-56255.2:129530.8|-55619.3:127346.7
Road_0849,,path,2,-39810.6:147330.9|-38876.1:146759.8|-37857.5:146137.6|-37260.2:145773.5
Road_0850,,steps,2,-44572.2:155432.8|-44338:155551.9|-43879.5:156106.3
Road_0851,Liebigstrae,tertiary,8,-61413.5:145360.5|-62692.9:146187.7|-62815.6:146266.7|-71965:151977.4|-72896.7:152558.5|-74072.4:153291|-74800.1:153746.3|-75679.2:154294|-89408.6:162984.7
Road_0852,Liebigstrae,tertiary,8,-61413.5:145360.5|-59911.9:144483.3|-58284.7:143489.3|-57691.6:143136.4|-55289.8:141662.5|-54837:141384.2|-53761.5:140727.4|-53368.3:140475.8|-51597.4:139391.6|-51542:139358.2|-51192.2:139105.5|-50665.7:138783.8
Road_0853,,path,2,-42549.6:149005.2|-43153.2:150815.2
Road_0854,,path,2,-37558.8:150918.8|-36812.9:150450.1|-35581.9:149676.4|-35034.4:149333.6
Road_0855,,path,2,-42070.8:143724.1|-41167.2:143137.5|-40145.7:142474|-39565.2:142096.6
Road_0856,,path,2,-44273.5:140190.8|-43491.1:139722.2|-42352.6:139040.9|-41718.2:138661.3
Road_0857,,path,2,-41167.2:143137.5|-42273.4:141425.4|-41252:140761.9|-40145.7:142474
Road_0858,,path,2,-38876.1:146759.8|-40011.1:145061.1|-39021.9:144396.5|-37857.5:146137.6
Road_0859,,path,2,-36812.9:150450.1|-37817.5:148669|-36719.7:147940.9|-35581.9:149676.4
Road_0860,,service,4,-49089:157920.8|-53340.2:158771.3|-56270.6:159114.1|-56948.5:158618.8|-57747.7:157658.1|-57214.2:156788.7|-55639:156244.3|-54836.3:156261|-53340.2:158771.3
Road_0861,Hans-Wild-Strae,residential,6,-36676.2:153676.1|-32255.4:150798.5|-31719.1:150450.1|-31509.5:150093.9|-31395.2:149566.2|-31473.7:149153.2|-32417.3:147618.1|-33538.3:145877.1|-34637.6:144169.4|-35849:142288.1|-37035.2:140445.8|-38180.7:138666.9|-39169.9:137130.7|-40454.9:135134.7|-41851.4:132966.2
Road_0862,,service,4,-36676.2:153676.1|-36486.9:154007.9|-36250:154322.9|-36006.7:154514.4|-35645:154577.8|-35245.4:154418.7|-34454.6:153994.5|-31419.7:151962.9
Road_0863,,path,2,-43491.1:139722.2|-44584.1:137830.9|-43529:137107.3|-42352.6:139040.9
Road_0864,Em Parkveedel,service,4,155711.3:-40470.4|155133.6:-38445.5|154729.1:-36942.7|154398.9:-35759.3|153688.7:-32936.2
Road_0865,Em Parkveedel,path,2,154398.9:-35759.3|153840.9:-35710.3|152496.9:-35848.4|150393.1:-36032.1|149150.1:-36123.3
Road_0866,,footway,2,160662.1:-31894.3|162521.3:-31716.2
Road_0867,,path,2,-180250.2:61420.8|-179089.9:59751|-178133.7:58603.3|-177256:57625.9|-176392.3:56907.9|-175717.9:56429.2|-175154.2:56137.6|-174118.1:55761.3|-172929.1:55221.4
Road_0868,,service,4,90055.7:-19502.2|90347.3:-18679.5|90460.9:-17868|90615.1:-16758.1|90828.9:-15227.5
Road_0869,Niehler Kirchweg,path,2,82759.1:-19573.4|82309.8:-19551.1
Road_0870,,track,3,139484.7:-134186.2|138566.3:-133103.1|137549.8:-131917.5|136379.1:-130522.7|136102.2:-130225.5|134659.4:-128435.5|132916.6:-128788.3|133140.2:-129234.7|133093.2:-129855.9|132847.9:-130479.3|132485.4:-130499.3|132141.9:-130566.1|131769:-130846.6|131560.7:-131227.4|131499.7:-131496.8|131495.5:-131766.1|131620.3:-132084.5|131820.1:-132347.2|132658.6:-133281.2|133390.5:-133340.2|138483.6:-134051.5|139484.7:-134186.2|140783.1:-134421.1|142884.8:-134476.8|144497.2:-134434.5|145149.9:-134217.4|145708:-133887.9|147958.3:-131306.4|150876.1:-128550.1|150156.1:-127337.8|149315.6:-126209.1|148342.5:-124417.9|147382.1:-122787.1|146728.7:-120969.2|145445.8:-116661.1|145020.9:-114526|144869.5:-113764.6|144535.1:-112574.6|141375.5:-112406.5|138088.2:-112537.8|134709.9:-112702.6|130874.4:-112847.3|127759.6:-113035.4|125836.7:-113242.5|124147.8:-113423.9|121827.3:-113430.6|121131.2:-113358.3|120681.8:-113288.1|119473.9:-113248.1
Road_0871,,track,3,111653:-145409.5|109024.7:-146321.2|107903.8:-147083.8|107206.9:-147671.5|106794.7:-148240.4|105494.2:-152658.7|104479.8:-155930.4
Road_0872,,track,3,99308.2:-150659.4|98691.9:-151445.3|98068:-151940.7|97354.3:-152086.5|96365.8:-151910.6|94476.5:-151416.4|94008.9:-150973.3|93734.1:-150288.7|96649.1:-140105.1|96677.8:-139488.4|97202.9:-137973.3|98193.5:-137659.4|98894.5:-136634.2
Road_0873,,service,4,113299.7:-141760.5|112713:-141562.3|110079.1:-140941.1|107687.8:-140498.1|106135:-140274.3|104571.7:-140143|104231.6:-140049.5|103806.8:-139932.6|102875.8:-139450.6
Road_0874,,service,4,-127515.7:92860.9|-130217.5:94354.8
Road_0875,,service,4,-130217.5:94354.8|-136100.1:96812.8
Road_0876,,service,4,-130217.5:94354.8|-130681.6:96654.7|-128554.6:97052.1
Road_0877,,path,2,76191:126295.9|76676.8:126716.7|77211:127394.6|77689.1:128001.3|78472.9:128996.5|78868.3:129497.4|79000.1:129652.2|79634.6:129995|79856.1:130986.9
Road_0878,,motorway,14,-63306.4:111883.3|-68949.8:93410.8|-70965.3:87686.8
Road_0879,Butzweilerstrae,secondary,9,-180665.9:-66029.5|-177442.5:-62214.5
Road_0880,,motorway_link,7,-116015.6:-58246|-119014.7:-55213.6|-119994.8:-54466.6|-121023.9:-53862.2|-121875:-53507.1|-122759:-53282.2|-123643.1:-53155.3|-124460.5:-53178.7|-125202.9:-53272.2|-125939.7:-53467|-127046:-53949|-127991.7:-54473.3|-131615.4:-56787.7|-132621.4:-57248.5|-133410.8:-57512.4|-134175:-57672.7|-136068.5:-58030|-137700.6:-58372.9|-138760.5:-58705.7|-139804.4:-59185.5|-140716.5:-59752.1|-141693.7:-60680.5|-142363.2:-61681.3|-145248.1:-67002.4
Road_0881,Merheimer Strae,residential,6,76517.7:83375.3|74730.7:74948.4|74090.6:71928.3
Road_0882,Cranachstrae,residential,6,81149.5:72698.6|95616.4:72036.3|100524.5:71151.3|101561.3:70964.3|101983.4:70887.5
Road_0883,Wilhelmstrae,residential,6,87932.2:54732.7|87255:54779.5|78513.6:56756.5
Road_0884,Zonser Strae,residential,6,75134.5:105972.2|75572:107469.4|76008:108325.5|76805.1:109701.4
Road_0885,,footway,2,76805.1:109701.4|79356.2:113352.7|80483.5:115322|80575.4:116941.7|80914:117712
Road_0886,Knechtstedener Strae,residential,6,68783:103949.5|67474.1:97468.5
Road_0887,,service,4,-42192.8:120197.8|-42696.1:119492|-45630:115270.7|-46704.1:113724.5
Road_0888,,service,4,-52382.6:126299.2|-51228.6:129149|-50643.3:129946.1|-50155.3:129722.3
Road_0889,,service,4,-27469.3:66018.3|-28505.5:67041.4|-29001.8:67600.2|-29291.3:68312.6|-29298.3:68819.1|-29095:69287.8|-26625.2:71884.9|-26298.5:72233.3|-25188.8:73428.9|-24855.1:73785.1|-24337:74333.9
Road_0890,,footway,2,-124798.4:130984.7|-125463:130665.2
Road_0891,Robachstrae,residential,6,51915:-122615.6|52384.7:-122924|53362.6:-123211.2|56234.2:-123322.5|59332.8:-123371.5|59943.4:-123255.7|61039.2:-123022|63179.5:-123111|66356.6:-123440.5|70234.9:-123930.3|71769.5:-124249.8|71981.9:-124294.3|72108.8:-124321.1|73031.3:-124666.2|73217.1:-124702.9
Road_0892,Ravensburger Strae,residential,6,-3982.7:-11620.7|-11.9:-8134.2|382.1:-7806.9
Road_0893,,footway,2,382.1:-7806.9|1261.9:-6882.9
Road_0894,,footway,2,58790.9:-135435.3|59775.9:-134526.9|60697:-133314.6|61030.7:-133027.4|61263.5:-132899.4|61505.4:-132811.4|61905:-132771.4|63225.7:-132929.4
Road_0895,,steps,2,63508.3:-131585.8|63371.6:-132262.6
Road_0896,,footway,2,71859.2:-132800.3|71706.4:-132771.4|70524.4:-132547.6|66702.3:-131810.7|63567.2:-131307.5|63508.3:-131585.8
Road_0897,,service,4,-17325.8:-107815.6|-17522.8:-108672.8|-17844.6:-109766
Road_0898,,track,3,-21570:-108394.5|-18469.9:-109526.6|-17844.6:-109766|-16668.2:-110226.8|-13208.5:-111498.1|-10562:-112786.1|-10181.4:-112889.6|-9753.7:-112940.8|-9151.5:-112894.1|-8841.7:-112898.5|-8446.3:-112955.3|-8098.5:-113091.1|-7638:-113378.3|-5410:-114353.5|-4303.8:-114875.6|212.4:-117049.6|4402.6:-119047.8|5397.4:-119543.2|9473.3:-121481.3|9929.7:-121536.9|13315.8:-123081|16110.2:-124378.9|18721.6:-125642.4|22773:-127494.8|23204.8:-127740.8|23373.8:-128013.5|23380.8:-128287.4
Road_0899,,track,3,19888.8:-136182.2|14961.1:-133905.7|9481:-131250.7|5763.3:-129513|1583:-127730.8|582.6:-127267.7|-3441.5:-125483.2|-7690.5:-123491.7|-8797.5:-122976.3|-14947.1:-120114.3|-15540.9:-119838.2
Road_0900,,track,3,5397.4:-119543.2|1583:-127730.8|-929.6:-133292.3|-2062.5:-135800.4
Road_0901,,track,3,4402.6:-119047.8|582.6:-127267.7|-1981.9:-132862.6|-3107.1:-135317.3
Road_0902,,track,3,-15871.8:-126275.8|-11050.7:-128544.5|-10004:-129037.7|-5942.8:-130951.3|-1981.9:-132862.6|-929.6:-133292.3|3272.5:-135292.8
Road_0903,,service,4,10156.8:-120108.7|9934.6:-120542.9|9473.3:-121481.3
Road_0904,,track,3,-17066.4:-128846.2|-12064.4:-131166.1|-11038.8:-131642.6|-7101.7:-133468.2|-3107.1:-135317.3|-2062.5:-135800.4|2143.8:-137757.4|5111.4:-139006.4|6032.5:-139972.7|6125.1:-140709.6|7092.5:-141631.3|15496.7:-145509.7
Road_0905,,track,3,-28775.4:-137705.1|-29033.4:-138405.3|-29180.6:-139620.9|-28775.4:-140689.6|-28222.2:-141351.9|-27051.5:-141934.1|-23854:-143455.9|-14151.4:-148075.6|-4704.8:-152711|1970:-155750|3346.8:-155637.6|4600.3:-155140
Road_0906,,service,4,13811.4:-171610.9|10865.6:-169933.3|10724:-169586|10766:-169279.9|10902.1:-168974.9|11950.8:-168032
Road_0907,,track,3,-29453.3:-154811.6|-30883.4:-156289.9|-31620.9:-157800.6|-31436.6:-159863.3|-30293.8:-162331.3|-29409.8:-163436.7|-24323.7:-167562.2|-20749:-170068|-16197.1:-172845.5|-6207.8:-177529.8|-4509.2:-178237.8|429.7:-180616.7
Road_0908,,track,3,-9287.5:-159462.6|-12271.2:-165239|-16197.1:-172845.5
Road_0909,,footway,2,25864.6:-138930.7|25320.6:-140697.3|28246.8:-141622.4|28723.5:-140228.7
Road_0910,,service,4,18753.8:-144544.6|19121.9:-143686.3
Road_0911,,track,3,212.4:-117049.6|-3441.5:-125483.2|-5942.8:-130951.3|-7101.7:-133468.2|-9494.3:-138586.7|-11788.9:-143293.3|-14151.4:-148075.6|-17034.2:-154375.2|-20209.9:-161320.5|-24323.7:-167562.2
Road_0912,,track,3,-6838.1:-159598.4|761.3:-163598.1
Road_0913,,track,3,-3107.1:-135317.3|-3463.9:-136039.7|-4354.2:-136522.8|-4930.5:-137716.2|-5391.1:-138868.4|-6082.3:-139282.5|-7418.5:-139512.9|-9494.3:-138586.7
Road_0914,,track,3,-4930.5:-137716.2|877.7:-140517|5334.3:-142666.6|14183:-146935.7
Road_0915,,footway,2,6125.1:-140709.6|5334.3:-142666.6
Road_0916,,track,3,-31778:-120409.3|-26987:-122620.1|-25144.6:-123448.3|-16482.4:-127589.4
Road_0917,,track,3,-15871.8:-126275.8|-16482.4:-127589.4|-17066.4:-128846.2|-21659:-138731.4|-23854:-143455.9|-25321.3:-146601.8|-26664.5:-149479.4|-28672.3:-153710.7|-29453.3:-154811.6
Road_0918,,track,3,79.2:-165086.4|-2446.7:-170086.9
Road_0919,,track,3,488.6:-165280.1|1238.8:-166336.6
Road_0920,,track,3,-2446.7:-170086.9|-6207.8:-177529.8
Road_0921,,track,3,10313.9:-170479.9|8294.8:-172425.8|6484:-174497.4|429.7:-180616.7
Road_0922,,track,3,-20749:-170068|-22477.8:-174093.3
Road_0923,,track,3,-29409.8:-163436.7|-29261.9:-167378.5|-28672.3:-169589.3
Road_0924,,track,3,-16668.2:-110226.8|-20007.3:-114126.4|-22365.6:-117751|-25144.6:-123448.3|-31376.3:-136432.7|-33875.5:-142171.2
Road_0925,,track,3,-33875.5:-142171.2|-35163.3:-145126.8|-35340.7:-146056.3|-35211.7:-147784|-34317.2:-149577.3|-32413.1:-151836|-29453.3:-154811.6|-24981.3:-158405|-20209.9:-161320.5|-12271.2:-165239|-2446.7:-170086.9|-808.3:-170884|6484:-174497.4
Road_0926,,track,3,23380.8:-128287.4|23084.9:-129051|22329.2:-130631.8|19888.8:-136182.2|17304.1:-141715.9|16752.3:-142927.1|15496.7:-145509.7|14183:-146935.7|8149.7:-152078.7|7300.8:-152125.5|6562.5:-152332.5|4600.3:-155140|4643.1:-156134.1|4289.7:-157525.6|2919.2:-160294.1|2333.8:-161477.5|1175.7:-163816.3
Road_0927,,track,3,-18469.9:-109526.6|-21446.6:-113195.7|-23980.2:-116880.4|-26987:-122620.1
Road_0928,,footway,2,10313.9:-170479.9|10201:-170302.9|10239.6:-170065.8|10724:-169586
Road_0929,,track,3,-4303.8:-114875.6|-7690.5:-123491.7|-10004:-129037.7|-11038.8:-131642.6
Road_0930,,path,2,-16517.5:-123295.8|-16555.3:-125219.4|-16291:-125426.5|-16064.6:-125314|-16026.7:-125105.9|-15970.7:-123258|-15461:-121352.2|-14947.1:-120114.3|-14215.9:-118711.6|-13045.9:-117315.7|-11744:-116088.9|-11630.4:-115730.5|-11781.9:-115523.4|-12064.4:-115466.7|-12309.8:-115561.3|-13574.5:-116938.3|-14762.7:-118410|-15540.9:-119838.2|-16045.7:-121258.6|-16517.5:-123295.8
Road_0931,,track,3,-28775.4:-137705.1|-28112.2:-137004.9|-27411.8:-136783.3|-26084.7:-136709.9|-24690.3:-137328.8|-21659:-138731.4|-11788.9:-143293.3|-2419.3:-147721.6|6518.4:-151778.1|7300.8:-152125.5
Road_0932,,track,3,-37817.5:-133283.4|-31376.3:-136432.7
Road_0933,,service,4,23114.4:-126160.1|23085.6:-126487.4|22773:-127494.8
Road_0934,,footway,2,23380.8:-128287.4|23821.7:-128210.6|24364.3:-128258.5|26364.4:-129215.8|25204.2:-132063.4|22329.2:-130631.8
Road_0935,,footway,2,51387.8:-132407.3|49466.2:-137175.2
Road_0936,,track,3,-21570:-108394.5|-22191.8:-108213.1|-22795.4:-108070.6|-23240.6:-108006|-23677.3:-108038.3|-24114.8:-108213.1|-24509.5:-108443.5|-24885.9:-108720.7|-25205.6:-108974.5|-25486.7:-109299.5|-25952.9:-109876.2|-26630.1:-110783.4|-31778:-120409.3|-37817.5:-133283.4|-40413.5:-138816|-41543.6:-141225|-41359.2:-142007.6|-35817.4:-144798.4|-35163.3:-145126.8|-26664.5:-149479.4
Road_0937,,track,3,9473.3:-121481.3|8247.9:-124055|5763.3:-129513|3272.5:-135292.8|2143.8:-137757.4|877.7:-140517|-2419.3:-147721.6|-4704.8:-152711|-7544.7:-158912.6
Road_0938,,service,4,10865.6:-169933.3|10552.2:-170260.6|10313.9:-170479.9
Road_0939,,track,3,-40413.5:-138816|-33875.5:-142171.2|-25321.3:-146601.8
Road_0940,,track,3,-26664.5:-149479.4|-17034.2:-154375.2|-9076.5:-158420.6
Road_0941,,track,3,-35817.4:-144798.4|-36090.8:-145651.1|-36279.4:-147395.5|-35359.6:-149658.6|-33260.7:-153266.5|-30883.4:-156289.9
Road_0942,,track,3,1238.8:-166336.6|438.9:-168113.2|-808.3:-170884|-4509.2:-178237.8
Road_0943,,track,3,1238.8:-166336.6|8266.8:-170132.6
Road_0944,,track,3,3272.5:-135292.8|17304.1:-141715.9
Road_0945,,service,4,19121.9:-143686.3|16752.3:-142927.1
Road_0946,,service,4,19121.9:-143686.3|21382.1:-139417.2
Road_0947,,track,3,12037.8:-125867.3|11875.8:-126048.7|9481:-131250.7
Road_0948,,track,3,-5410:-114353.5|-8797.5:-122976.3|-11050.7:-128544.5|-12064.4:-131166.1
Road_0949,,service,4,19121.9:-143686.3|22513.6:-144747.2|23458.6:-141538.9
Road_0950,,track,3,438.9:-168113.2|4683:-170474.3|8294.8:-172425.8
Road_0951,,footway,2,-127592.1:129520.8|-127064.2:129815.8
Road_0952,Gottfried-Daniels-Strae,residential,6,-128691.3:77619|-130798:75093.1|-132012.2:73457.8|-132409.7:72914.6|-133259.4:71813.6
Road_0953,,service,4,-136668.6:80109.2|-135859.6:79484.7|-135616.3:79181.9|-135352.7:78663.2|-135181:78467.2|-134938.4:78328.1|-134536:78157.8|-134077.5:78150|-133473.2:78570.8|-132738.5:79185.3|-133216.6:78363.7|-133388.4:77828.3|-133346.3:77464.2|-133206.1:77140.3|-132833.9:76672.8|-132186.1:76098.4|-130798:75093.1
Road_0954,Heidemannstrae,residential,6,-133259.4:71813.6|-122466.7:63383.4|-118576.6:60608.2|-111819.8:55487.5|-105642.9:50676.2
Road_0955,Innere Kanalstrae,residential,6,176697.9:88806.6|172046.5:88784.4|167401.3:88873.4
Road_0956,Grabbestrae,residential,6,167401.3:88873.4|167138.4:88510.5
Road_0957,Franz-Clouth-Strae,residential,6,166552.3:50432.4|168267.8:48609|169054.4:47221.9|169662.2:46053.1
Road_0958,Florastrae,service,4,172885.6:58276|174225.3:58338.4|178292.8:58548.8
Road_0959,Niehler Strae,tertiary,8,151145.3:-75932.5|151121.5:-76735.1|151087.1:-77878.4|151259.6:-80200.5|151619.9:-83180.5|151835.2:-86061.5|152718.5:-96310.7|152937.9:-98611.7
Road_0960,Bahnwrterweg,pedestrian,4,54441.6:51140.4|54145.7:48456.5|54564.2:47441.2|54386.2:45957.3|54240.4:44747.3|53692.1:44817.4|53337.4:41939.8|53514.1:41552.4|53793.1:40939|53606.6:39383.9|53468.5:38236.2|52912.6:38305.2|46839.4:39060
Road_0961,Lokomotivstrae,residential,6,42984.3:29642.3|42356.8:27872.3|41892.7:24061.8|41571.7:21423.5|41323.5:19384.2|41021.3:16900.6|40806.8:15139.5|40651.9:13867.1|40488.5:12528|40321:11152|39980.3:8355.7|39801.5:6884|39716.7:6188.3|39627.6:5454.7
Road_0962,Am Alten Stellwerk,pedestrian,4,39342.3:42891.6|41834.6:42583.2|44126.3:42299.4|47188.5:41919.8
Road_0963,Bahnwrterweg,path,2,52834.8:32819.4|54079.8:32666.9|56100.3:32427.5|56080.6:32010.1|56314.8:31974.4|55902.6:28612.6
Road_0964,Kempener Strae,secondary,9,36317.3:-29083.5|34242.9:-25111.6|34002.4:-24735.3|33701.7:-24411.4|33405.8:-24128.6|33016:-23771.3|32709.7:-23546.4|32399.8:-23424|32089.2:-23301.5|31768.2:-23219.1|29576.7:-22671.4
Road_0965,Am Alten Stellwerk,pedestrian,4,53692.1:44817.4|50379:45244.9|47637.2:45597.8
Road_0966,Kesselhausstrae,pedestrian,4,39342.3:42891.6|40206.7:50139.6|40402.3:51780.5|40440.9:52106.7|40586:53320.1
Road_0967,Lokomotivstrae,path,2,34321.4:4241.3|34286.3:4698.8|34581.5:7113.3|34685.2:7964.9|34944.6:10091.2|35319:13160.3|35672.3:16057.9|35764.1:16806|36036.9:19044.6|36408.4:22087|36763.1:24995.8
