Name,StreetName,Highway,Width,Points
Road_1996,,service,4,17300.6:22691.5|13868.9:23134.5
Road_1997,,trunk,12,-18209.8:189994.3|-20039.6:188628.4|-21543.3:187126.7|-24819.3:182902.1
Road_1998,,residential,6,54746.5:-45770.3|56291.6:-45547.7|56703.9:-45367.4|57544.4:-45000
Road_1999,,path,2,60979.6:-47798.6|61967.4:-48653.5|62856.3:-49360.4|63641.5:-49943.7
Road_2000,,path,2,63641.5:-49943.7|65411.6:-50618.3|66403.6:-50937.8|74010.7:-52243.6|78711.3:-53012.8|81125.7:-53403.5|81762.2:-53506|83864.7:-53865.5|88047.2:-54675.9|88426.4:-54749.4
Road_2001,,footway,2,57838.2:-48879.5|58912.9:-48974.1
Road_2002,,footway,2,57067.7:-53814.3|57838.2:-48879.5|57982.6:-48086.9
Road_2003,,path,2,65411.6:-50618.3|58912.9:-48974.1|57982.6:-48086.9|58258.1:-46281.3
Road_2004,,path,2,56327.4:-45880.5|56019.6:-46478.3|55468.6:-47630.5|55565.3:-48504.4|55228.1:-48614.6|54799.1:-48754.8
Road_2005,,track,3,60979.6:-47798.6|62785.5:-48346.3|67694.2:-49135.5|73297:-50008.3|73702.3:-50071.7|73879.6:-50111.8|79608.6:-51373.1
Road_2006,,service,4,-111100.6:-175337.9|-109384.4:-173136|-108625.1:-172807.6|-108234:-172698.5|-108102.9:-172564.9|-96663.1:-159509.3|-97205:-159003.9|-98166.9:-158118.9|-98832.1:-157653.6|-100072.3:-156473.6|-100428.4:-155383.8|-102903.9:-158695.6
Road_2007,Hellewatter Strae,residential,6,-145891.6:64420.9|-144493.7:66805.4|-144006.5:68054.4
Road_2008,Xantener Strae,tertiary,8,176443.5:4147.8|177682.9:4453.9|178807.4:4734.4|180247.4:5079.5|182410.1:5597.2|182842:5700.7|183409.1:5857.7|186282:6653.6
Road_2009,uere Kanalstrae,secondary,9,-171477.9:7550.8|-169339:4526.3
Road_2010,,trunk_link,7,-72585.5:85665.2|-73114.1:87431.8
Road_2011,,trunk_link,7,-72585.5:85665.2|-73607.6:85267.8
Road_2012,Innere Kanalstrae,primary,11,3658.8:158420.6|3960.9:157929.7
Road_2013,Eckewartstrae,service,4,57067.7:-53814.3|64022.1:-55342.7
Road_2014,Merheimer Strae,residential,6,57544.4:-45000|57666.4:-44207.4|57802.4:-43319.1|58141:-41113.8|58253.2:-40381.3|58459.3:-39041|58865.9:-36392.7|59086.7:-34955.6|59109.2:-34809.8|59299.1:-33078.7|59543.8:-32345.1|59562:-32055.7|59834.1:-27725.4|59870.5:-27148.7|60118:-23211.3|60135.5:-22933|60041.6:-22348.6|59970.8:-21908.9|60038.8:-20741.1|60193.7:-18091.7|60279.9:-16616.7
Road_2015,,path,2,18312.9:-17558.5|17930.1:-19545.6|17147.7:-22098.1|16357.6:-24237.7|16771.3:-24405.8|17391:-24657.4|17731.7:-24795.4|18385.8:-25061.5|16416.5:-30790|15467.3:-33901.4|14917:-35452.1|14804.1:-36020.9|14564.3:-36519.6|14315.5:-36914.8|14042.8:-37219.8|13892:-37346.7
Road_2016,,service,4,-38398.7:-66399|-37267.2:-67672.5|-36859.2:-70333.1|-33257.9:-73525.7
Road_2017,Irnfriedweg,residential,6,-2602.3:-93810.5|-4733.5:-91960.3
Road_2018,Irnfriedweg,footway,2,-4733.5:-91960.3|-6580.1:-90306.1
Road_2019,,path,2,-29017.9:32414.2|-29747:31692.8|-30143.1:31301|-30783.2:30667.5|-31778.7:29683.5|-32500.1:28969.9
Road_2020,,service,4,17849.5:-16446.4|22381.8:-17162.2
Road_2021,,service,4,22381.8:-17162.2|24964.4:-17693.2
Road_2022,,footway,2,51324:19413.1|52966.5:21297.7|53333.2:21718.5
Road_2023,Am Alten Stellwerk,residential,6,53525.3:21544.9|55818.4:19471|56149.3:19171.5|56791.5:18603.8
Road_2024,,footway,2,42356.8:27872.3|43334.1:27764.3|45001.9:27579.5|46123.6:27454.9|47110.7:27345.8
Road_2025,Schmiedegasse,tertiary,8,-15831.1:-108492.5|-17325.8:-107815.6|-17668.6:-107688.7|-22395.8:-105919.9|-23790.2:-105373.3|-26638.6:-104345.8|-27611.6:-103995.1
Road_2026,,footway,2,44448.8:13458.6|45822.1:13310.5|46068.9:13074.5|46206.3:12684.9|46216.8:12298.6|46026.8:11922.4|45742.9:11730.9|45316.7:11673|44859.6:11750.9|44250.4:11958
Road_2027,,footway,2,45822.1:13310.5|46119.4:13836|46619.2:14257.9
Road_2028,,footway,2,40651.9:13867.1|44448.8:13458.6|44250.4:11958|44084.2:10700.1|40321:11152
Road_2029,,footway,2,41021.3:16900.6|44108.8:16541|44451.6:16385.2|46619.2:14257.9|47534.1:13426.3|48164.3:13146.9
Road_2030,,footway,2,41741.3:6918.5|42641.5:7930.4|44863.8:10427.3|46122.9:11841.1|47534.1:13426.3
Road_2031,,footway,2,39980.3:8355.7|42641.5:7930.4
Road_2032,Ravensburger Strae,path,2,-7968.2:2440.1|-8548.6:1795.6|-8800.3:1516.2
Road_2033,Innere Kanalstrae,primary,11,-20168.6:183714.7|-21368.8:185235.4
Road_2034,Innere Kanalstrae,primary,11,-14830.7:183592.3|-13557.6:182263.1|-12832.7:181727.7|-11978.9:181158.8|-11140.4:180711.3|-10178.6:180261.6|-9175.4:179865.3|-8159.5:179545.8|-7047.7:179300.9|-5729.7:179068.2
Road_2035,,path,2,36449.8:-100347.2|35632.3:-103396.2
Road_2036,,path,2,34689.4:-96528.9|35622.5:-94707.7|37583.4:-95016.1|40172.4:-95384.5|39517.6:-97041
Road_2037,,path,2,37583.4:-95016.1|37228.6:-96915.2|36449.8:-100347.2
Road_2038,,path,2,39402.6:-101232.2|42090.4:-98506|43101.4:-97302.6|44879.2:-95254.3|44525.2:-97605.4|44600.2:-98131.9
Road_2039,,footway,2,175421.3:-90187|172964.1:-90155.8|172975.4:-87534.3|172941.7:-84294.8|172924.2:-81079.9|172943.8:-78227.9|172319.9:-77651.3
Road_2040,,footway,2,171474.4:-81073.2|169970.7:-81061
Road_2041,,footway,2,171341.2:-90705.8|163898.8:-90655.7|163962.6:-86371|163024.6:-85178.7|163056.9:-81039.8
Road_2042,,footway,2,152992.6:-85130.9|163024.6:-85178.7
Road_2043,,footway,2,163056.9:-81039.8|163420.7:-79838.7|163723.6:-79473.6|163901.7:-79151.9|164135.1:-79011.6
Road_2044,,footway,2,163723.6:-79473.6|160873.8:-77635.7|160642.5:-76836.4
Road_2045,,footway,2,42095.3:44539.1|42684.2:45309.5|43133.6:48921.8|42879.1:48945.2|42965.3:49811.2
Road_2046,,pedestrian,4,40206.7:50139.6|42965.3:49811.2|48071.8:49162.3
Road_2047,Bdericher Strae,residential,6,62094.9:52975|60582.1:53153.1
Road_2048,Bdericher Strae,residential,6,60582.1:53153.1|59594.3:53282.2
Road_2049,,motorway,14,-145207.4:-62756.6|-142289.6:-54748.3|-139920.8:-47687.3|-136443.6:-36868.1
Road_2050,,motorway,14,-145248.1:-67002.4|-147473.2:-72124.2|-150336.3:-78816.8|-153518.4:-85709.7|-155872.5:-90554.4
Road_2051,uere Kanalstrae,secondary,9,-144462.9:-25591.4|-145811.7:-24202.1|-146307.4:-23651
Road_2052,Ravensburger Strae,residential,6,-29176.4:-5449.1|-28336.5:-4928.1
Road_2053,Ravensburger Strae,residential,6,-22669.9:-4972.7|-21991.3:-4442.8
Road_2054,,path,2,-35243.3:6671.4|-30835.1:6837.3
Road_2055,,path,2,-30765.6:-1751.1|-30547.6:-3251.7|-30353.4:-4586.4|-30218.1:-4984.9
Road_2056,,path,2,-26609.1:-1079.8|-26054.6:-4862.5|-26222.1:-4997.2|-27486.1:-5213.1|-27863.3:-4968.2|-28336.5:-4928.1
Road_2057,,path,2,-30145.2:2055|-30835.1:6837.3|-31243.1:9140.5|-31831.2:11172.1|-32064.7:16679.1
Road_2058,,path,2,-35956.2:-1695.4|-32704.1:-2065|-30765.6:-1751.1|-29740.7:-1585.2|-26609.1:-1079.8|-25537.2:-882.8|-24354.5:-1509.5|-24257.8:-1941.4|-23776.2:-4525.2|-23630.3:-4734.4
Road_2059,,path,2,124604.9:117027.4|123485.3:117319
Road_2060,,service,4,96510.3:-54295.2|97278.6:-54670.4|97610.9:-55042.2|97753.9:-55632.2|97575.2:-56425.9|97018.5:-56976.9|96473.8:-57148.3|95622:-57228.5|94925.9:-57294.2
Road_2061,Innere Kanalstrae,primary,11,165127.8:89879.8|162566.9:89918.7|160416.7:90231.5|159105.1:90670.1
Road_2062,Karl-Naumann-Weg,path,2,-170931.1:79926.6|-170065.3:77703.6|-165911.6:65618.7
Road_2063,Ennenstrae,residential,6,-137859:78491.7|-137214:79353.3
Road_2064,Ennenstrae,residential,6,-137214:79353.3|-136668.6:80109.2|-132451.8:87130.2|-132362.7:88126.5|-132348.7:88752.1|-132310.9:89147.3|-131374.3:92150.7
Road_2065,Lansstrae,service,4,-162763.8:78796.7|-163397.6:78567.4
Road_2066,Lansstrae,service,4,-161744.5:79166.3|-162763.8:78796.7
Road_2067,,path,2,43266.8:-82099.6|49691.2:-82556|54665.9:-82907.8
Road_2068,,path,2,48616.5:-71455.2|48818.4:-73410|49063.8:-73387.7
Road_2069,,path,2,49629.5:-86618.1|49580.5:-87231.5
Road_2070,,path,2,49490.7:-90702.4|54602.1:-91031.9|54661:-86966.5|54665.9:-82907.8|54645.6:-80900.7|54523.6:-78616.4|54366.5:-74928.4|54099.4:-71245.9
Road_2071,,path,2,49063.8:-73387.7|49082:-73632.6|49170.4:-74850.5
Road_2072,,path,2,48899:-74841.5|49147.2:-78251.3
Road_2073,,path,2,43364.2:-86177.3|48848.6:-86550.2|49629.5:-86618.1|50061.4:-86658.2|54661:-86966.5
Road_2074,,path,2,49544:-85031.8|49691.2:-82556|49809.7:-80576.8|49316.9:-80328.5|49201.2:-78255.7
Road_2075,,path,2,43166.5:-77851.6|49147.2:-78251.3|49201.2:-78255.7|54523.6:-78616.4
Road_2076,,path,2,43105.6:-74769.2|48899:-74841.5|49170.4:-74850.5|54366.5:-74928.4
Road_2077,,service,4,49267.8:-94391.6|49326:-92437.9|49434.7:-90799.3|49490.7:-90702.4|49642.9:-89379.9|49724.2:-88250|49580.5:-87231.5
Road_2078,,path,2,54099.4:-71245.9|48616.5:-71455.2|43082.4:-71675.6|43078.2:-73220.7|43082.4:-74001.1|43105.6:-74769.2|43166.5:-77851.6|43266.8:-82099.6|43364.2:-86177.3|43477.8:-90049|49434.7:-90799.3
Road_2079,,path,2,-206503.9:-13534.3|-206495.4:-13533.2|-203488.6:-13076.8|-198859.6:-12353.2|-195062:-11759.8|-194474.5:-11497.1|-191729.9:-8468.1|-190939.8:-6169.4|-189401.7:-5962.3|-182615.5:-5293.3|-177518.2:-3784.9|-177488.7:-3776
Road_2080,,footway,2,-176421.7:-24628.4|-177773.4:-26203.6
Road_2081,Liebigstrae,tertiary,8,7999.7:102841.9|6563.9:103632.2
Road_2082,Krefelder Wall,residential,6,114626.8:145357.2|111691.5:147335.4
Road_2083,,footway,2,110787.2:147957.6|113358.6:148057.8|116506.4:148176.9
Road_2084,,service,4,150440.1:-62902.5|151243.5:-62900.3|152501.2:-62883.6|154305:-62795.6|154327.4:-63481.3|154469:-67138.2|152608.4:-67252.9|152534.8:-63558.2|151279.9:-63588.2|150490.5:-63596
Road_2085,,service,4,-5291.5:40198.8|-3351.7:40923.5|-2680.8:41738.3
Road_2086,Prlat-Otto-Mller-Platz,footway,2,111887.1:146118.6|115182.1:143855.5|112870:140485.8|109575.1:142749|111887.1:146118.6
Road_2087,,service,4,103618.2:151217.1|103900.1:151010|103524.3:150483.5|104674.7:149533.9|104585.7:148506.4|106418.2:147284.2
Road_2088,,service,4,100063.9:153775.2|99791.2:153288.8|98578.4:154058|97648.1:152668.7|98010.5:152409.3|102057.7:149506.1
Road_2089,,service,4,104442:152319.2|103618.2:151217.1|100063.9:153775.2|100821.7:154908.5
Road_2090,,footway,2,116292.5:147216.2|117194.1:147268.6
Road_2091,,footway,2,117194.1:147268.6|125017.8:147704.9|125344.5:147722.8
Road_2092,,footway,2,18455.9:-154010.1|18503.6:-154131.4|18854.1:-153989
Road_2093,,footway,2,15353:-152609.7|15975.6:-151400.8|16118.6:-151316.2|16340.1:-151413|16722.2:-151709.1|16999.8:-152001.9|18389.3:-153887.7|18455.9:-154010.1
Road_2094,,footway,2,18389.3:-153887.7|16012:-154946.3|9656.3:-161901.6|10126:-162973.6|7117.8:-166770.7
Road_2095,Schadowstrae,residential,6,-81866.7:146164.3|-75079.1:152370.4|-74072.4:153291
Road_2096,Liebigstrae,tertiary,8,-89408.6:162984.7|-90358.5:163592.5|-91697.5:164486.4|-92342.5:164916.1
Road_2097,,trunk_link,7,-66144.2:90669|-66578.9:88005.1|-66691:86267.4|-66524.9:85225.5|-66273.9:84135.7|-65875:83095.9|-64862:81229.1
Road_2098,Etzelstrae,residential,6,-44879.9:-124389|-45900.7:-123448.3|-46458.7:-122934
Road_2099,,footway,2,121597.4:-14123.2|121640.2:-14845.6|121584.8:-16301.7|121558.1:-17013
Road_2100,,service,4,132470.7:-23036.6|132253.4:-24060.7|131955.4:-25463.3
Road_2101,,service,4,136637.1:-24786.5|145747.9:-23545.3|147101:-23361.6
Road_2102,,path,2,-137018.4:-227688.4|-136604.1:-227243.1|-135141:-224957.7|-134519.9:-223879|-134274.5:-223232.2|-133546.8:-220627.3|-133307.8:-219943.8|-131744.4:-216849.1|-131204.6:-215601.2|-130997.1:-214878.8|-130877.9:-214024.9|-130690:-213348.1|-130187.4:-212482.1|-128988.6:-210762.2|-127871.1:-209307.2|-125522.6:-206558.7|-122344.7:-203100|-117719.9:-198430.1|-116685.1:-197385.9|-115062.2:-195793|-112322.5:-192968.8|-108637.1:-189209.5|-104528.2:-185120.7|-101529.1:-182029.4|-100232.1:-180863.8|-98520.9:-179059.3|-96170.3:-176503.4|-95540:-175867.8|-92573.2:-172921.1|-89852.4:-170064.7|-86412.3:-166519.1|-85067:-165112.1|-83317.9:-163288.6|-82434.6:-162611.8|-81390.7:-161793.6|-79858.9:-160583.6
Road_2103,,path,2,-21991.3:-4442.8|-21659.7:-4632|-21375.8:-4569.7|-19487.1:-4112.2|-19787.2:-2754.1
Road_2104,,footway,2,83911.7:133962.5|84493.5:133879|84790.8:134211.8|84960.4:134362.1|85041.8:134546.9
Road_2105,,path,2,85137.8:134853|86377.3:139419.4
Road_2106,,footway,2,85041.8:134546.9|85066.3:134624.8|85137.8:134853
Road_2107,,service,4,81700.6:138535.5|82651.9:139443.9|83317.9:139868
Road_2108,Kempener Strae,unclassified,6,29576.7:-22671.4|29268.9:-22549|28982.2:-22379.8|28776.1:-22192.8|28535.6:-21943.4|28370.9:-21707.4|28227.1:-21477|28117.1:-21237.6|28032.2:-20932.6|27970.6:-20557.5|27952.3:-20180.1|27971.3:-19888.4|28022.4:-19589
Road_2109,,footway,2,91470.4:-24674.1|91265.7:-28791.8
Road_2110,,path,2,-32997.8:159119.7|-32209.8:160004.7
Road_2111,,motorway_link,7,-143314.6:-54507.8|-141092.9:-47317.7|-137394.2:-35349.7
Road_2112,,motorway,14,-86183.8:61653.5|-83749:65116.6|-79980.9:71773.6|-74055.6:83337.5
Road_2113,,motorway,14,-90151.7:52182.4|-107644.4:25910.8|-114460:14458.2|-117025.8:9787.3|-119393.3:5055
Road_2114,,motorway_link,7,-77028.7:80389.7|-75759.8:83208.4|-75504:83845.1|-75140.8:84298.2|-74629.7:84720.1|-74418:84894.9|-73607.6:85267.8
Road_2115,,service,4,73174.4:-18356.7|72821.7:-18732.9|72448.1:-19308.5|69803.7:-26498.6|70979.4:-33411.6|71125.2:-35494.4|71922.3:-40550.5|72113.7:-41572.5|72752.3:-43685.3|73006.8:-45169.2|73148.4:-47107.3|73437.3:-48654.6|73702.3:-50071.7|74010.7:-52243.6|74670.4:-56070.8
Road_2116,Krefelder Wall,residential,6,128972.5:135053.4|129385.4:134490.1|129689.6:133832.2
Road_2117,Neusser Strae,secondary,9,130076.6:135149.2|129689.6:133832.2|129492.6:133187.7|129320.9:132602.2
Road_2118,Neusser Strae,secondary,9,128972.5:135053.4|129348.2:136119.9
Road_2119,Neusser Wall,tertiary,8,130076.6:135149.2|129668.6:135607.8|129348.2:136119.9
Road_2120,,motorway,14,-260477.1:-242141|-242953.6:-219842.5|-223720.3:-194090.9|-212299.4:-178218.9|-201274.7:-162188.8|-189272.7:-143942.3|-177192.9:-125250.6|-167079.5:-108791.9|-158013.5:-91940.3|-154701.1:-85191|-153327.7:-81998.3
Road_2121,Innere Kanalstrae,primary,11,178817.9:89633.8|177650:89589.2|170762.1:89710.6|168927.5:89778.5|165127.8:89879.8
Road_2122,Usambarastrae,residential,6,117520.1:-16975.2|121558.1:-17013|124477.3:-17039.8
Road_2123,,footway,2,121584.8:-16301.7|117545.3:-16287.2
Road_2124,,service,4,136662.3:-21274.4|144000.9:-20478.4
Road_2125,,footway,2,121640.2:-14845.6|117598.6:-14816.7
Road_2126,,footway,2,106147.6:-25865.2|102755.9:-25959.8
Road_2127,,path,2,152056:79125.1|152058.8:79365.6
Road_2128,,path,2,148991.7:78996|148986.1:79202
Road_2129,Franziskastrae,residential,6,137024.7:60938.8|140815.3:61164.8|142208.3:61248.3
Road_2130,,service,4,139824:47870.9|140707.4:47907.7|141319.4:47927.7|141435.8:47932.2|142738.3:47950
Road_2131,,footway,2,141107.7:56222.2|141078.2:56798.8|140953.4:58869.4|140862.3:60391.1|140815.3:61164.8
Road_2132,Auerstrae,residential,6,147116.4:82685.2|150247.3:82842.1|153144.7:82935.6|153491.7:82755.3|153591.3:82384.6
Road_2133,,footway,2,86178.2:-101803.3|85454:-104365.8|82880.4:-113467.4|82536.9:-114684.1|82376.4:-114787.6
Road_2134,,footway,2,136348.2:88833.4|135623.3:88817.8|135265.8:88810|133680:88776.6|133177.4:88765.5|132970.6:88761
Road_2135,,footway,2,132970.6:88761|132456.7:88763.2
Road_2136,,footway,2,136623:88840|136489.8:88836.7|136348.2:88833.4
Road_2137,,footway,2,132456.7:88763.2|131176.6:88736.5|131164.6:87754.7
Road_2138,,service,4,125830.3:94691|126574.2:94754.5|127266.1:94953.7|127622.2:95184.2|128103.9:95613.9|128334.5:96074.7|128366:96462.1|128345:96766|128261.6:97238|128041.5:97688.9|127737.2:98076.3|127318:98370.1|126234.2:98746.4|124958.9:99219.5|123364:99729.4|122052.4:100114.5|121774.1:99288.5|121265.1:97780.1
Road_2139,,service,4,126234.2:98746.4|127551.4:96663.6
Road_2140,,service,4,124958.9:99219.5|124971.6:98321.2|125380.3:97154.5
Road_2141,,service,4,121774.1:99288.5|123252.6:98825.4|124971.6:98321.2
Road_2142,,service,4,126406.6:96514.4|127551.4:96663.6|128345:96766
Road_2143,,service,4,123364:99729.4|123252.6:98825.4|122702.3:97336
Road_2144,,service,4,122702.3:97336|122257.8:96011.3|120832.5:96452.1|121147.3:97418.4|121265.1:97780.1|122702.3:97336
Road_2145,,service,4,122257.8:96011.3|122781.5:95854.3|123357.7:95519.2|123997.1:94576.4|125202.2:94617.5|125830.3:94691|125641.8:95613.9
Road_2146,,footway,2,129399.4:88348|129419:90485.3
Road_2147,,steps,2,135914.3:85555|135610.7:85555
Road_2148,,footway,2,131176.6:88736.5|131208.1:90831.6
Road_2149,,footway,2,135597.4:88067.5|135914.3:85555
Road_2150,,footway,2,135623.3:88817.8|135597.4:88490.5
Road_2151,,steps,2,135597.4:88490.5|135597.4:88067.5
Road_2152,,footway,2,123178.3:87164.7|124590.2:87143.5
Road_2153,,footway,2,135610.7:85555|133653.4:85568.3|133680:88776.6
Road_2154,,service,4,118713.3:98159.7|119505.5:97934.9|120774.4:97538.6|121147.3:97418.4
Road_2155,,footway,2,133177.4:88765.5|133230.6:93753.7|134539.5:93753.7|134512.9:89667.1|135293.1:89641.5|135265.8:88810
Road_2156,,footway,2,124360.2:89516.9|123843.6:89508|123394.2:89499.1|123293.2:88412.6|123178.3:87164.7|123075.9:86058.2|122683.3:86039.2
Road_2157,,footway,2,123843.6:89508|123849.9:89985.5|123896.8:93767.1|126963.9:93132.5|126950.6:90395.2|127387.4:90143.6|127387.4:88900.2|127387.4:88373.6
Road_2158,,service,4,126666:61513.2|122565.5:61330.6
Road_2159,,service,4,127611.7:61558.8|126666:61513.2
Road_2160,,service,4,127590:62067.6|126620.4:62023.1|122602:61812.7|122036.3:61839.4|121992.8:63319.9
Road_2161,,service,4,122565.5:61330.6|121816.8:61367.4|121209.7:61398.5|120995.2:61409.7|116246.3:61647.9|116310.1:63264.3|121077.2:63036.1|120995.2:61409.7
Road_2162,,service,4,141435.8:47932.2|141329.2:50662.8|141403.5:51200.5|141272.4:53168.7
Road_2163,Innere Kanalstrae,primary,11,152007.6:94658.7|145180.8:100878.2
Road_2164,Innere Kanalstrae,primary,11,126245.4:112287.4|124759.8:112967.5|124227.7:113195.7|123497.2:113484.1
Road_2165,Innere Kanalstrae,primary,11,153839.5:93140.3|152007.6:94658.7
Road_2166,Innere Kanalstrae,primary,11,142364.6:103444.1|141049.5:104551.7|139535.2:105651.6|138754.2:106101.3|137340.2:106886.1
Road_2167,Innere Kanalstrae,primary,11,123842.9:114610.6|124684.1:114239.9|135336.6:109416.4|135914.3:109169.3
Road_2168,Niehler Strae,tertiary,8,137300.3:108519.2|137251.2:109462.1|137195.8:110235.7|137068.2:111650.6|136956.7:112545.6
Road_2169,Niehler Strae,tertiary,8,137466.4:104401.5|137420.8:105234.1|137404:105758.5|137340.2:106886.1
Road_2170,Niehler Strae,tertiary,8,141613.1:65167.8|141130.8:67860.7|141021.4:68446.2|140839.9:69459.2
Road_2171,Niehler Strae,tertiary,8,142766.3:53340.1|142721.5:55927.2
Road_2172,Niehler Strae,tertiary,8,140839.9:69459.2|140587.5:71201.4|139935.5:76411.2
Road_2173,Niehler Strae,tertiary,8,139935.5:76411.2|139699.2:78327|139383.1:80956.4|139341:81590.9|139285.6:82328.9
Road_2174,Niehler Strae,tertiary,8,142703.3:43551.7|142664:44003.7|142678:44758.4|142680.8:45181.4|142689.9:45710.2|142738.3:47950|142825.9:51742.6|142766.3:53340.1
Road_2175,Niehler Strae,tertiary,8,137340.2:106886.1|137300.3:108519.2
Road_2176,Niehler Strae,tertiary,8,136606.9:115798.4|136078.3:122948.5|135997.7:129125.6|135984.4:129691.1|135883.4:130460.4
Road_2177,Innere Kanalstrae,residential,6,122203.1:117264.5|123367.6:116873.8
Road_2178,Innere Kanalstrae,residential,6,120447:118014.8|122203.1:117264.5
Road_2179,Innere Kanalstrae,primary,11,115476.5:118090.5|120572.5:115959.8|121098.2:115731.6
Road_2180,Neusser Strae,secondary,9,125547.8:124112.9|125680.3:125092.5|125985.3:126057.7
Road_2181,Neusser Strae,secondary,9,124084.7:119280.5|125547.8:124112.9
Road_2182,Neusser Strae,secondary,9,125521.2:120771.1|125369.8:120305.8|125008:118575.8|124778.8:117714.2|124754.2:117611.8
Road_2183,Neusser Strae,secondary,9,124754.2:117611.8|124604.9:117027.4|123842.9:114610.6
Road_2184,Neusser Strae,secondary,9,128732.7:130543.9|127595.6:126875.9
Road_2185,Neusser Strae,secondary,9,121408.8:109998.6|122201:112414.3|122331.4:112952|122538.9:113854.8
Road_2186,Neusser Strae,secondary,9,119788.7:105061.6|120379.7:106859.4|121408.8:109998.6
Road_2187,Neusser Strae,secondary,9,127595.6:126875.9|126654.8:123862.4|126511.8:123423.8|125910.3:122003.4|125521.2:120771.1
Road_2188,Neusser Strae,secondary,9,123842.9:114610.6|123497.2:113484.1
Road_2189,Neusser Strae,secondary,9,125985.3:126057.7|126509:127218.7|127002.5:128840.7|128296.6:133097.5|128425.6:133545|128972.5:135053.4
Road_2190,Neusser Strae,secondary,9,120796.8:104813.3|119364.5:100238.1|118713.3:98159.7|118507.9:97504.1
Road_2191,Niehler Kirchweg,path,2,91168.3:-30281.3|90955.1:-30384.8
Road_2192,Niehler Kirchweg,footway,2,90955.1:-30384.8|90957.9:-30304.6|87698:-30166.6
Road_2193,,service,4,53193.7:57732.8|53170.6:57276.4|53064:55183.6
Road_2194,,service,4,54609.8:93916.2|55000.3:95445.8|56247.5:95207.5
Road_2195,,service,4,54609.8:93916.2|53926.3:90705.8|52565.5:90970.7
Road_2196,Bdericher Strae,residential,6,56808.3:54226.2|57100.7:54047|58222.3:53578.3|59594.3:53282.2
Road_2197,,service,4,122702.3:97336|124792.1:96653.6
Road_2198,,service,4,124792.1:96653.6|124940:96839.5|125023.4:96913|125107.6:96996.5|125243.6:97081.1|125380.3:97154.5|125526.8:97185.7|125694.3:97164.5|125861.9:97122.2|126008.4:97069.9|126124.1:96965.3|126228.5:96881.8|126291.6:96766|126354.7:96640.2|126406.6:96514.4|126427.6:96326.3|126396.1:96158.2|126302.2:95959|126155.6:95792|126008.4:95718.5|125819.8:95635|125641.8:95613.9|125432.1:95623.9|125264.6:95697.4|125170.7:95770.8|125034:95875.5|124929.5:96022.4|124845.4:96189.4|124804:96378.6|124783:96546.7|124792.1:96653.6
Road_2199,,service,4,95310.1:-14787.7|93193.6:-15325.4|92608.2:-15474.6|91957.6:-15392.2
Road_2200,Kempener Strae,secondary,9,87513.7:51919.6|86141.7:50327.8|83384.5:47127.3
Road_2201,Kempener Strae,secondary,9,111097:80333|109441.2:78511.8
Road_2202,Kempener Strae,secondary,9,108260.6:76549.2|107604.4:74818.2
Road_2203,Kempener Strae,secondary,9,107604.4:74818.2|107136.8:74280.5|105108:71950.6|104791.8:71586.6|103884.6:70544.6
Road_2204,Kempener Strae,secondary,9,101983.4:70887.5|103318.9:72388.1|105710.2:75112.1|106100.7:75371.4|106908.3:75906.9|109441.2:78511.8
Road_2205,Neusser Strae,secondary,9,118507.9:97504.1|117809.6:95302.2|117450:94141.1
Road_2206,Neusser Strae,secondary,9,114166.2:80045.8|114161.3:80830.6
Road_2207,Neusser Strae,secondary,9,114908.7:88457.1|115804.6:91910.2|115920.3:92343.3
Road_2208,Neusser Strae,secondary,9,114066:72494.9|114168.4:74647.9
Road_2209,Neusser Strae,secondary,9,114168.4:74647.9|114204.1:75392.6|114229.3:78079.8
Road_2210,Neusser Strae,secondary,9,117450:94141.1|116990.8:92586|116849.2:92093.9|115447.1:86723.8
Road_2211,Neusser Strae,secondary,9,114760.7:82726.3|114681.5:81570.8
Road_2212,Neusser Strae,secondary,9,114161.3:80830.6|114098.9:82068.4|114080:82942.3|114059.7:83619.1
Road_2213,Neusser Strae,secondary,9,115920.3:92343.3|116297.4:93737|116685.1:95002.7|117364.4:97201.3|117510.3:97674.4|118035.4:99451.1|118164.3:99886.3|118295.4:100303.8|119788.7:105061.6
Road_2214,,footway,2,116849.2:92093.9|115920.3:92343.3
Road_2215,Neusser Strae,secondary,9,91912.8:-57157.3|91488.6:-58554.3
Road_2216,Neusser Strae,secondary,9,88904.6:-67933|87901.4:-71623.3
Road_2217,Neusser Strae,secondary,9,87901.4:-71623.3|86861.7:-75601.9|86392:-77397.5|84910:-83067
Road_2218,Neusser Strae,secondary,9,114681.5:81570.8|114450.9:80062.5|114229.3:78079.8
Road_2219,Neusser Strae,secondary,9,92815.7:-53638.4|92658.7:-54249.6|92479.9:-54947.6|92331.3:-55526.4|92106.3:-56403.6|91912.8:-57157.3
Road_2220,Niehler Strae,tertiary,8,145435.3:-6055.8|145297.1:-4352.6|145255.1:-3837.2|145102.3:-1954.8
Road_2221,Niehler Strae,tertiary,8,144479.7:8315.6|144437:9221.7|144402.6:9952|144292.5:12299.7
Road_2222,Niehler Strae,tertiary,8,143764.6:20745.6|143524.9:24203.2|143251.5:28920.9|143170.2:30251.2
